refrigerant;sorbent;sorbent-subtype;type;measurements-procedure;measurements-type;pressures;temperatures;loadings;uncertainty-data-source;uncertainty-pressure-abs;uncertainty-pressure-rel;uncertainty-temperature-abs;uncertainty-temperature-rel;uncertainty-loading-abs;uncertainty-loading-rel;comment;literature
-;-;-;-;-;-;in Pa;in K;in kg/kg or mol/mol;-;in Pa;in %;in K;in %;in kg/kg or mol/mol;in %;-;-
THF;ionic liquid;[EMIM]+[(CF3SO2)2N]-;abs;;isotherms_p;1940,3690,5450,7430,10060,15110,20670,27900,35530,43780,52680,62010,72370,82500,93140,103660,113370,118900,121580,129090,129130,135470,138700,140560,145350,149590,152310,153530,154160,154970,155230,155470,155640,155760,155830,155920;353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15;0.013,0.026,0.039,0.054,0.074,0.11,0.149,0.198,0.248,0.301,0.356,0.411,0.471,0.527,0.585,0.64,0.691,0.722,0.735,0.776,0.778,0.813,0.834,0.844,0.88,0.916,0.947,0.964,0.974,0.988,0.992,0.995,0.997,0.999,0.999,1;table;;;;;;;;"Kato, Ryo; Gmehling, Jürgen (2005): Measurement and correlation of vapor–liquid equilibria of binary systems containing the ionic liquids [EMIM][(CF3SO2)2N], [BMIM][(CF3SO2)2N], [MMIM][(CH3)2PO4] and oxygenated organic compounds respectively water. In: Fluid Phase Equilibria 231 (1), S. 38–43. DOI: 10.1016/j.fluid.2005.01.002."
THF;ionic liquid;[MMIM]+[(CH3)2PO4]-;abs;;isotherms_p;9670,21200,32280,41640,56740,97540,124040,150340,157670,157750,157780,157880,157870,157870,157800,157850,157820,157850,157830,157820,157810,157840,157830,157830,157820,157830,157840,157850,157840,157840,157830,157840,157860;353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15,353.15;0.021,0.051,0.077,0.103,0.139,0.23,0.291,0.359,0.435,0.512,0.585,0.634,0.634,0.634,0.651,0.689,0.705,0.745,0.75,0.75,0.75,0.8,0.85,0.893,0.926,0.951,0.97,0.984,0.992,0.995,0.997,0.998,1;table;;;;;;;;"Kato, Ryo; Gmehling, Jürgen (2005): Measurement and correlation of vapor–liquid equilibria of binary systems containing the ionic liquids [EMIM][(CF3SO2)2N], [BMIM][(CF3SO2)2N], [MMIM][(CH3)2PO4] and oxygenated organic compounds respectively water. In: Fluid Phase Equilibria 231 (1), S. 38–43. DOI: 10.1016/j.fluid.2005.01.002."
