Refrigerant,Absorbent,adsorbent-subtype,k-ij-PR,L-ij-PR,k-ij-SRK,L-ij-SRK,Literature
HFC23,Lubricant,AB-phenyltetradecane,0.168,-0.006,0.1695,-0.0062,"Bogatu, C., et al., Fluid phase equilibria in the binary system trifluoromethane+ 1-phenyloctane. Fluid Phase Equilibria, 2010. 295(2): p. 186-193."
